Olus_Zamani,Enlem,Boylam,Derinlik_km,Buyukluk,Yer
2025.04.24 05:31:36,40.8642,28.4207, 12.9 ,2.3 ,MARMARA DENIZI
2025.04.24 05:40:02,40.8400,28.2995, 12.4 ,2.1 ,MARMARA DENIZI
2025.04.24 05:41:12,40.8588,28.3155, 10.8 ,1.8 ,MARMARA DENIZI
2025.04.24 05:42:02,38.3397,27.1915,  3.8 ,1.6 ,ZAFER-BUCA (IZMIR)
2025.04.24 05:49:08,40.8443,28.3765, 11.9 ,2.2 ,MARMARA DENIZI
2025.04.24 06:00:47,40.8630,28.2885, 13.5 ,2.6 ,MARMARA DENIZI
2025.04.24 06:11:12,40.8220,28.1375, 14.8 ,2.3 ,MARMARA DENIZI
2025.04.24 06:16:05,40.8387,28.1583, 14.3 ,3.9 ,MARMARA DENIZI
2025.04.24 06:21:02,40.8605,28.4195,  3.8 ,2.0 ,MARMARA DENIZI
2025.04.24 06:39:03,40.8465,28.1447, 17.4 ,2.3 ,MARMARA DENIZI
2025.04.24 07:01:33,40.8572,28.3700, 13.0 ,2.4 ,MARMARA DENIZI
2025.04.24 07:03:41,40.8595,28.3527, 16.0 ,2.0 ,MARMARA DENIZI
2025.04.24 07:08:29,40.8467,28.3873, 14.8 ,3.6 ,MARMARA DENIZI
2025.04.24 07:19:18,40.8447,28.3080, 16.9 ,4.6 ,MARMARA DENIZI
2025.04.24 07:22:18,40.8405,28.3177, 15.0 ,2.8 ,MARMARA DENIZI
2025.04.24 07:35:33,40.8517,28.4297, 13.0 ,2.4 ,MARMARA DENIZI
2025.04.24 07:45:59,40.8475,28.4193, 12.8 ,2.3 ,MARMARA DENIZI
2025.04.24 07:50:22,37.9630,27.1857,  7.1 ,1.7 ,KUSADASI KORFEZI (EGE DENIZI)
2025.04.24 07:51:06,40.8535,28.4205,  4.1 ,1.7 ,MARMARA DENIZI
2025.04.24 07:55:48,39.8832,27.5767,  8.2 ,1.8 ,DEGIRMENDERE-BALYA (BALIKESIR)
2025.04.24 09:22:08,40.8380,28.1362, 19.0 ,3.3 ,MARMARA DENIZI
2025.04.24 10:07:40,40.8397,28.3910, 17.0 ,2.9 ,MARMARA DENIZI
2025.04.24 10:12:47,36.6740,25.7035, 12.8 ,3.1 ,EGE DENIZI
2025.04.24 12:03:37,40.8603,28.4188, 16.0 ,2.7 ,MARMARA DENIZI
2025.04.24 12:06:39,36.5345,25.6680, 19.9 ,3.4 ,EGE DENIZI
